"","RegionName","regionID","TownCity","cityID","SuburbName","SuburbID","SA2Name","SA2ID"
"1","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Tamahere North","173200"
"2","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Resthill","181000"
"3","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Fitzroy","181100"
"4","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Peacockes","181300"
"5","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Riverlea","181200"
"6","South Auckland",1002,"Hamilton",100030,"Peacocke",8963,"Lake Cameron","181600"
"7","North Auckland",1001,"Whangaparaoa",100091,"Wade Heads",8962,"Inlets other Auckland","112000"
"8","North Auckland",1001,"Whangaparaoa",100091,"Wade Heads",8962,"Whangaparaoa Central","114900"
"9","Wellington",1006,NA,0,"Pukawa Bay",8965,"Lake Taupo Bays","187900"
"10","Wellington",1006,NA,0,"Pukawa Bay",8965,"Inland water Lake Taupo","188100"
"11","Wellington",1006,NA,0,"Kuku",8974,"Waikawa (Horowhenua District)","234500"
"12","Wellington",1006,NA,0,"Kuku",8974,"Kimberley","236100"
"13","Wellington",1006,NA,0,"Kuku",8974,"Ohau-Manakau","234800"
"14","Wellington",1006,NA,0,"Kuku",8974,"Oceanic Manawatu-Whanganui Region West","259300"
"15","Marlborough",1008,NA,0,"Dillons Point",8975,"Lower Wairau","307200"
"16","Marlborough",1008,NA,0,"Dillons Point",8975,"Inlet Wairau River","308700"
"17","Marlborough",1008,NA,0,"Dillons Point",8975,"Riversdale-Islington","308000"
"18","Marlborough",1008,NA,0,"Dillons Point",8975,"Riverlands","308500"
"19","North Auckland",1001,"Auckland",100004,"Hillpark",8976,"Hillpark South","160300"
"20","North Auckland",1001,"Auckland",100004,"Hillpark",8976,"Wiri East","158400"
"21","North Auckland",1001,"Auckland",100004,"Hillpark",8976,"Hillpark North","159600"
"22","North Auckland",1001,"Auckland",100004,"Hillpark",8976,"Manurewa Central","160100"
"23","Gisborne",1004,NA,0,"Mangatuna",8977,"Tokomaru","205000"
"24","Gisborne",1004,NA,0,"Mangatuna",8977,"Wharekaka","205200"
"25","South Auckland",1002,NA,0,"Matangi",8978,"Tamahere North","173200"
"26","South Auckland",1002,NA,0,"Matangi",8978,"Hautapu Rural","182000"
"27","South Auckland",1002,NA,0,"Matangi",8978,"Hamilton Park","173000"
"28","South Auckland",1002,NA,0,"Matangi",8978,"Pukemoremore","173300"
"29","South Auckland",1002,NA,0,"Matangi",8978,"Tamahere South","173400"
"30","South Auckland",1002,NA,0,"Matangi",8978,"Ruakura","179200"
"31","Wellington",1006,NA,0,"Bainesse",8979,"Taikorea","227800"
"32","Wellington",1006,NA,0,"Bainesse",8979,"Kere Kere","234000"
"33","Marlborough",1008,NA,0,"Kekerengu",8980,"Awatere","307000"
"34","Marlborough",1008,NA,0,"Kekerengu",8980,"Kaikoura Ranges","308800"
"35","Marlborough",1008,NA,0,"Kekerengu",8980,"Oceanic Marlborough Region","363600"
"36","Marlborough",1008,NA,0,"Kekerengu",8980,"Oceanic Canterbury Region","363800"
"37","Wellington",1006,NA,0,"Bunnythorpe",178,"Kauwhata","228600"
"38","Wellington",1006,NA,0,"Bunnythorpe",178,"Taonui","228700"
"39","Wellington",1006,NA,0,"Bunnythorpe",178,"Newbury","228800"
"40","Wellington",1006,NA,0,"Bunnythorpe",178,"Palmerston North Airport","228900"
"41","Wellington",1006,NA,0,"Bunnythorpe",178,"Whakarongo","229400"
"42","Wellington",1006,"Wellington",100132,"Churton Park",225,"Makara-Ohariu","247500"
"43","Wellington",1006,"Wellington",100132,"Churton Park",225,"Churton Park South","248300"
"44","Wellington",1006,"Wellington",100132,"Churton Park",225,"Tawa South","247800"
"45","Wellington",1006,"Wellington",100132,"Churton Park",225,"Churton Park North","248100"
"46","Wellington",1006,"Wellington",100132,"Churton Park",225,"Paparangi","248700"
"47","Wellington",1006,"Wellington",100132,"Churton Park",225,"Johnsonville North","248600"
"48","South Auckland",1002,NA,0,"Eureka",354,"Whitikahu","171700"
"49","South Auckland",1002,NA,0,"Eureka",354,"Hamilton Park","173000"
"50","South Auckland",1002,NA,0,"Eureka",354,"Eureka-Tauwhare","173100"
"51","South Auckland",1002,NA,0,"Eureka",354,"Pukemoremore","173300"
"52","South Auckland",1002,NA,0,"Eureka",354,"Tahuroa","173800"
"53","Canterbury",1010,NA,0,"Eyrewell",358,"Ashley Gorge","313100"
"54","Canterbury",1010,NA,0,"Eyrewell",358,"Eyrewell","313500"
"55","Canterbury",1010,NA,0,"Eyrewell",358,"McLeans Island","316400"
"56","Canterbury",1010,NA,0,"Eyrewell",358,"Kirwee","334100"
"57","Canterbury",1010,NA,0,"Eyrewell",358,"Halkett","334400"
"58","Canterbury",1010,NA,0,"Eyrewell",358,"Swannanoa-Eyreton","315100"
"59","Wellington",1006,"Wellington",100132,"Glenside",440,"Churton Park South","248300"
"60","Wellington",1006,"Wellington",100132,"Glenside",440,"Tawa South","247800"
"61","Wellington",1006,"Wellington",100132,"Glenside",440,"Grenada North","248000"
"62","Wellington",1006,"Wellington",100132,"Glenside",440,"Churton Park North","248100"
"63","Wellington",1006,"Wellington",100132,"Glenside",440,"Grenada Village","248500"
"64","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Oaklands East","326300"
"65","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Kennedys Bush","329000"
"66","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Westmorland","330000"
"67","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Prebbleton","335700"
"68","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Ladbrooks","335900"
"69","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Islington-Hornby Industrial","319100"
"70","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Awatea South","322900"
"71","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Oaklands West","324300"
"72","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Halswell West","324500"
"73","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Broken Run","324700"
"74","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Aidanfield","325400"
"75","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Halswell North","327300"
"76","Canterbury",1010,"Christchurch",100012,"Halswell",490,"Halswell South","328000"
"77","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Tamahere North","173200"
"78","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Hillcrest West (Hamilton City)","180600"
"79","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Hillcrest East (Hamilton City)","180700"
"80","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Hamilton Park","173000"
"81","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Ruakura","179200"
"82","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Greensboro","179900"
"83","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Hamilton East Cook","180000"
"84","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Hamilton East","180200"
"85","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Silverdale (Hamilton City)","180800"
"86","South Auckland",1002,"Hamilton",100030,"Hillcrest",540,"Riverlea","181200"
"87","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Islington-Hornby Industrial","319100"
"88","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Hei Hei","319300"
"89","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Hornby West","320300"
"90","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Hornby Central","320400"
"91","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Hornby South","321100"
"92","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Awatea North","321900"
"93","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Sockburn South","322300"
"94","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Awatea South","322900"
"95","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Oaklands West","324300"
"96","Canterbury",1010,"Christchurch",100012,"Hornby",569,"Halswell West","324500"
"97","Marlborough",1008,"Blenheim",100006,"Islington",612,"Lower Wairau","307200"
"98","Marlborough",1008,"Blenheim",100006,"Islington",612,"Blenheim Central","307900"
"99","Marlborough",1008,"Blenheim",100006,"Islington",612,"Riversdale-Islington","308000"
"100","Marlborough",1008,"Blenheim",100006,"Islington",612,"Riverlands","308500"
"101","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Aokautere","232400"
"102","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Kelvin Grove West","230300"
"103","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Kelvin Grove North","230400"
"104","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Tremaine","229200"
"105","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Whakarongo","229400"
"106","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Royal Oak (Palmerston North City)","231100"
"107","Wellington",1006,"Palmerston North",100077,"Kelvin Grove",673,"Ruamahanga","231500"
"108","North Auckland",1001,"Auckland",100004,"Manurewa East",845,"Hillpark South","160300"
"109","North Auckland",1001,"Auckland",100004,"Manurewa East",845,"Manurewa East","160800"
"110","North Auckland",1001,"Auckland",100004,"Manurewa East",845,"Manurewa Central","160100"
"111","North Auckland",1001,"Auckland",100004,"Manurewa East",845,"Manurewa South","160900"
"112","North Auckland",1001,"Auckland",100004,"Manurewa East",845,"Takanini Industrial","161700"
"113","Wellington",1006,NA,0,"Morison Bush",962,"Aorangi Forest","257800"
"114","Wellington",1006,NA,0,"Morison Bush",962,"Gladstone (Carterton District)","257200"
"115","Wellington",1006,NA,0,"Morison Bush",962,"Tauherenikau","257300"
"116","Wellington",1006,NA,0,"Morison Bush",962,"Kahutara","257400"
"117","Wellington",1006,NA,0,"Morison Bush",962,"Greytown","257700"
"118","South Auckland",1002,NA,0,"Newstead",1019,"Tamahere North","173200"
"119","South Auckland",1002,NA,0,"Newstead",1019,"Hamilton Park","173000"
"120","South Auckland",1002,NA,0,"Newstead",1019,"Eureka-Tauwhare","173100"
"121","South Auckland",1002,NA,0,"Newstead",1019,"Pukemoremore","173300"
"122","South Auckland",1002,NA,0,"Newstead",1019,"Ruakura","179200"
"123","South Auckland",1002,NA,0,"Newstead",1019,"Silverdale (Hamilton City)","180800"
"124","South Auckland",1002,NA,0,"Pukemoremore",1311,"Hautapu Rural","182000"
"125","South Auckland",1002,NA,0,"Pukemoremore",1311,"Hautapu","182400"
"126","South Auckland",1002,NA,0,"Pukemoremore",1311,"Pukemoremore","173300"
"127","South Auckland",1002,NA,0,"Pukemoremore",1311,"Tamahere South","173400"
"128","South Auckland",1002,NA,0,"Pukemoremore",1311,"Fencourt","182300"
"129","Wellington",1006,NA,0,"Rangiotu",1363,"Taikorea","227800"
"130","Wellington",1006,NA,0,"Rangiotu",1363,"Kauwhata","228600"
"131","Wellington",1006,NA,0,"Rangiotu",1363,"Kere Kere","234000"
"132","Marlborough",1008,NA,0,"Riverlands",1407,"Awatere","307000"
"133","Marlborough",1008,NA,0,"Riverlands",1407,"Lower Wairau","307200"
"134","Marlborough",1008,NA,0,"Riverlands",1407,"Whitney East","308100"
"135","Marlborough",1008,NA,0,"Riverlands",1407,"Inlet Wairau River","308700"
"136","Marlborough",1008,NA,0,"Riverlands",1407,"Oceanic Marlborough Region","363600"
"137","Marlborough",1008,NA,0,"Riverlands",1407,"Woodbourne","307300"
"138","Marlborough",1008,NA,0,"Riverlands",1407,"Blenheim Central","307900"
"139","Marlborough",1008,NA,0,"Riverlands",1407,"Riverlands","308500"
"140","South Auckland",1002,"Hamilton",100030,"Riverlea",1408,"Tamahere North","173200"
"141","South Auckland",1002,"Hamilton",100030,"Riverlea",1408,"Peacockes","181300"
"142","South Auckland",1002,"Hamilton",100030,"Riverlea",1408,"Riverlea","181200"
"143","South Auckland",1002,NA,0,"Te Miro",1634,"Hinuera","174800"
"144","South Auckland",1002,NA,0,"Te Miro",1634,"Eureka-Tauwhare","173100"
"145","South Auckland",1002,NA,0,"Te Miro",1634,"Tahuroa","173800"
"146","South Auckland",1002,NA,0,"Te Miro",1634,"Richmond Downs-Wardville","174500"
"147","South Auckland",1002,NA,0,"Te Miro",1634,"Fencourt","182300"
"148","South Auckland",1002,NA,0,"Te Miro",1634,"Karapiro","182500"
"149","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Mangatainoka","233000"
"150","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Nireaha-Eketahuna","233700"
"151","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Makahika","236000"
"152","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Kimberley","236100"
"153","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Forest Lakes (Kapiti Coast District)","236400"
"154","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Maungakotukutuku","237900"
"155","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Tararua Forest Park","238200"
"156","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Kopuaranga","255300"
"157","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Pihauatua","232500"
"158","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Miranui","234600"
"159","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Otaki Forks","237700"
"160","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Akatarawa","241200"
"161","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Upper Plain","255400"
"162","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Mount Holdsworth","256800"
"163","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Tauherenikau","257300"
"164","Wellington",1006,NA,0,"Tararua Forest Park",1694,"Kahutara","257400"
"165","Wellington",1006,"Palmerston North",100077,"Whakarongo",1919,"Aokautere","232400"
"166","Wellington",1006,"Palmerston North",100077,"Whakarongo",1919,"Whakarongo","229400"
"167","Wellington",1006,"Palmerston North",100077,"Whakarongo",1919,"Royal Oak (Palmerston North City)","231100"
"168","Wellington",1006,"Palmerston North",100077,"Whakarongo",1919,"Aokautere Rural","232600"
"169","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Mount Roskill White Swan","139800"
"170","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Avondale Central (Auckland)","133100"
"171","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Avondale South (Auckland)","135000"
"172","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Owairaka West","135500"
"173","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"New Windsor North","136600"
"174","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Glenavon","137100"
"175","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"New Windsor South","138300"
"176","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Wesley South","138800"
"177","North Auckland",1001,"Auckland",100004,"New Windsor",8842,"Lynfield North","139600"
"178","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Awatea North","321900"
"179","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Sockburn South","322300"
"180","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Wigram North","322500"
"181","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Wigram West","322800"
"182","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Awatea South","322900"
"183","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Middleton","323500"
"184","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Wigram South","323600"
"185","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Wigram East","324100"
"186","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Broken Run","324700"
"187","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Hillmorton","325000"
"188","Canterbury",1010,"Christchurch",100012,"Wigram",1943,"Aidanfield","325400"
"189","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Inlet Manukau Harbour","141400"
"190","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Auckland Airport","147900"
"191","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Mangere South East","152800"
"192","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Manukau Central","155500"
"193","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Aorere South","154200"
"194","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Papatoetoe South West","155900"
"195","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Wiri West","157600"
"196","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Wiri East","158400"
"197","North Auckland",1001,"Auckland",100004,"Wiri",1956,"Homai East","159100"
"198","Wellington",1006,"Foxton",100023,"Foxton",2038,"Taikorea","227800"
"199","Wellington",1006,"Foxton",100023,"Foxton",2038,"Kere Kere","234000"
"200","Wellington",1006,"Foxton",100023,"Foxton",2038,"Foxton South","234300"
"201","Wellington",1006,"Foxton",100023,"Foxton",2038,"Oroua Downs","227400"
"202","Wellington",1006,"Foxton",100023,"Foxton",2038,"Foxton North","234200"
"203","Wellington",1006,"Foxton",100023,"Foxton",2038,"Miranui","234600"
"204","Wellington",1006,"Foxton",100023,"Foxton",2038,"Oceanic Manawatu-Whanganui Region West","259300"
"205","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Kaipaki","181800"
"206","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Hautapu Rural","182000"
"207","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Hautapu","182400"
"208","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Cambridge North","182600"
"209","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Cambridge East","182800"
"210","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Leamington West","183500"
"211","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Pukemoremore","173300"
"212","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Tamahere South","173400"
"213","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Cambridge West","182700"
"214","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Fencourt","182300"
"215","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Cambridge Park-River Garden","182900"
"216","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Oaklands-St Kilda","183000"
"217","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Pukerimu","183100"
"218","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Karapiro","182500"
"219","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Cambridge Central","183200"
"220","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Leamington East","183900"
"221","South Auckland",1002,"Cambridge",100010,"Cambridge",2046,"Maungatautari","184900"
"222","Wellington",1006,NA,0,"Glen Oroua",2162,"Taikorea","227800"
"223","Wellington",1006,NA,0,"Glen Oroua",2162,"Kauwhata","228600"
"224","Wellington",1006,NA,0,"Glen Oroua",2162,"Oroua Downs","227400"
"225","Wellington",1006,NA,0,"Manakau",2293,"Waikawa (Horowhenua District)","234500"
"226","Wellington",1006,NA,0,"Manakau",2293,"Kimberley","236100"
"227","Wellington",1006,NA,0,"Manakau",2293,"Forest Lakes (Kapiti Coast District)","236400"
"228","Wellington",1006,NA,0,"Manakau",2293,"Tararua Forest Park","238200"
"229","Wellington",1006,NA,0,"Manakau",2293,"Ohau-Manakau","234800"
"230","Wellington",1006,NA,0,"Manakau",2293,"Oceanic Manawatu-Whanganui Region West","259300"
"231","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Tai Tapu","336300"
"232","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Motukarara","336400"
"233","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Springston","335000"
"234","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Trents","335600"
"235","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Ladbrooks","335900"
"236","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Lincoln West","336000"
"237","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Lincoln East","336100"
"238","Canterbury",1010,"Lincoln",100049,"Lincoln",2353,"Inland water Lake Ellesmere/Te Waihora North","336500"
"239","South Auckland",1002,NA,0,"Tamahere",2384,"Tamahere North","173200"
"240","South Auckland",1002,NA,0,"Tamahere",2384,"Peacockes","181300"
"241","South Auckland",1002,NA,0,"Tamahere",2384,"Kaipaki","181800"
"242","South Auckland",1002,NA,0,"Tamahere",2384,"Hautapu Rural","182000"
"243","South Auckland",1002,NA,0,"Tamahere",2384,"Pukemoremore","173300"
"244","South Auckland",1002,NA,0,"Tamahere",2384,"Tamahere South","173400"
"245","South Auckland",1002,NA,0,"Tamahere",2384,"Riverlea","181200"
"246","South Auckland",1002,NA,0,"Tamahere",2384,"Lake Cameron","181600"
"247","Hawkes Bay",1003,NA,0,"Tangoio",2623,"Puketitiri-Tutira","208000"
"248","Hawkes Bay",1003,NA,0,"Tangoio",2623,"Puketapu-Eskdale","208300"
"249","Hawkes Bay",1003,NA,0,"Tangoio",2623,"Oceanic Hawke's Bay Region","259400"
"250","Hawkes Bay",1003,NA,0,"Tutira",2627,"Puketitiri-Tutira","208000"
"251","Hawkes Bay",1003,NA,0,"Tutira",2627,"Oceanic Hawke's Bay Region","259400"
"252","Gisborne",1004,NA,0,"Tolaga Bay",2645,"Tokomaru","205000"
"253","Gisborne",1004,NA,0,"Tolaga Bay",2645,"Wharekaka","205200"
"254","Gisborne",1004,NA,0,"Tolaga Bay",2645,"Oceanic Gisborne Region","259200"
"255","Gisborne",1004,NA,0,"Tokomaru Bay",2647,"Tokomaru","205000"
"256","Gisborne",1004,NA,0,"Tokomaru Bay",2647,"Oceanic Gisborne Region","259200"
"257","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Whitney East","308100"
"258","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Yelverton","307600"
"259","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Mayfield","307700"
"260","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Whitney West","307800"
"261","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Blenheim Central","307900"
"262","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Redwoodtown East","308400"
"263","Marlborough",1008,"Blenheim",100006,"Blenheim",8798,"Riverlands","308500"
"264","South Auckland",1002,"Hamilton",100030,"Tauwhare",8872,"Eureka-Tauwhare","173100"
"265","South Auckland",1002,"Hamilton",100030,"Tauwhare",8872,"Pukemoremore","173300"
"266","South Auckland",1002,"Hamilton",100030,"Tauwhare",8872,"Tahuroa","173800"
"267","South Auckland",1002,"Hamilton",100030,"Tauwhare",8872,"Fencourt","182300"
"268","South Auckland",1002,"Hamilton",100030,"Tauwhare",8872,"Karapiro","182500"
"269","Gisborne",1004,NA,0,"Anaura Bay",8892,"Tokomaru","205000"
"270","Gisborne",1004,NA,0,"Anaura Bay",8892,"Wharekaka","205200"
"271","Gisborne",1004,NA,0,"Anaura Bay",8892,"Oceanic Gisborne Region","259200"
"272","Gisborne",1004,NA,0,"Raukumara",8899,"Cape Runaway","204200"
"273","Gisborne",1004,NA,0,"Raukumara",8899,"East Cape","204700"
"274","Gisborne",1004,NA,0,"Raukumara",8899,"Waipaoa","204800"
"275","Gisborne",1004,NA,0,"Raukumara",8899,"Ruatoria-Raukumara","204900"
"276","Gisborne",1004,NA,0,"Raukumara",8899,"Tokomaru","205000"
"277","Gisborne",1004,NA,0,"Raukumara",8899,"Wharekaka","205200"
"278","Gisborne",1004,NA,0,"Tauwhareparae",8901,"Waipaoa","204800"
"279","Gisborne",1004,NA,0,"Tauwhareparae",8901,"Tokomaru","205000"
"280","Gisborne",1004,NA,0,"Tauwhareparae",8901,"Wharekaka","205200"
"281","Gisborne",1004,NA,0,"Waimata",8904,"Waipaoa","204800"
"282","Gisborne",1004,NA,0,"Waimata",8904,"Wharekaka","205200"
"283","Gisborne",1004,NA,0,"Waimata",8904,"Hexton","205400"
"284","Marlborough",1008,NA,0,"Double Cove",300,"Marlborough Sounds Coastal Marine","306400"
"285","Marlborough",1008,NA,0,"Double Cove",300,"Marlborough Sounds East","306500"
"286","Taranaki",1005,NA,0,"Douglas",301,"Douglas","219900"
"287","Nelson",1007,NA,0,"Dovedale",302,"Golden Downs","301500"
"288","Nelson",1007,NA,0,"Dovedale",302,"Wakefield Rural","302500"
"289","Nelson",1007,NA,0,"Dovedale",302,"Upper Moutere","300900"
"290","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Waiatarua","127600"
"291","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Sunnyvale West-Parrs Park","129000"
"292","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glen Eden West","129600"
"293","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Oratia","130000"
"294","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"New Lynn North West","132600"
"295","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glendene North","128900"
"296","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Sunnyvale East","129100"
"297","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glendene South","129500"
"298","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glen Eden Rosier","130100"
"299","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Kelston South","131000"
"300","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Fruitvale","132900"
"301","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glen Eden North","130800"
"302","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glen Eden Woodglen","130900"
"303","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Glen Eden Central","131500"
"304","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Konini","132500"
"305","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"Kaurilands","134700"
"306","North Auckland",1001,"Auckland",100004,"Glen Eden",421,"West Lynn","135400"
"307","Otago",1011,NA,0,"Dunback",309,"Waihemo","343600"
"308","Southland",1012,NA,0,"Dunearn",310,"Ohai-Nightcaps","358000"
"309","Southland",1012,NA,0,"Dunearn",310,"Oreti River","358300"
"310","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Hillside-Portsmouth Drive","354300"
"311","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Inlet Otago Harbour","350800"
"312","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Dunedin Central","353400"
"313","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Roslyn (Dunedin City)","351600"
"314","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Royal Terrace","352800"
"315","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Arthur Street","352900"
"316","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Campus North","353100"
"317","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Campus South","353200"
"318","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Belleknowes","352100"
"319","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Mornington","353300"
"320","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Harbourside","353700"
"321","Otago",1011,"Dunedin",100018,"Dunedin Central",311,"Fernhill","353800"
"322","South Auckland",1002,NA,0,"Glen Massey",422,"Te Akau","170900"
"323","South Auckland",1002,NA,0,"Glen Massey",422,"Huntly Rural","171200"
"324","Canterbury",1010,NA,0,"Glenavy",423,"Morven-Glenavy-Ikawai","342600"
"325","Otago",1011,NA,0,"Glenavy",423,"Morven-Glenavy-Ikawai","342600"
"326","Canterbury",1010,NA,0,"Glenavy",423,"Ngapara","343400"
"327","Otago",1011,NA,0,"Glenavy",423,"Ngapara","343400"
